account,symbol,type,time,qty,avg_cost,buy_pwr
1,TSLA,stock,2023-03-18 18:07:10,69,80.4,500
2,TSLA,stock,2023-03-18 18:07:10,5,67.1,500
1,BTC/USD,crypto,2023-03-18 18:07:10,90,0,500
2,BTC/USD,crypto,2023-03-18 18:07:10,70,32.5,500
1,DOGE/USD,crypto,2023-03-18 18:07:10,65,40.3,500
2,DOGE/USD,crypto,2023-03-18 18:07:10,10,98.1,500
1,AAPL,stock,2023-03-18 18:17:10,83,15.3,500
2,AAPL,stock,2023-03-18 18:17:10,43,82.7,500
1,GOOGL,stock,2023-03-18 18:17:10,93,67.2,500
2,GOOGL,stock,2023-03-18 18:17:10,52,65.8,500
1,TSLA,stock,2023-03-18 18:17:10,58,32.3,500
2,TSLA,stock,2023-03-18 18:17:10,47,26.8,500
1,BTC/USD,crypto,2023-03-18 18:17:10,53,10.8,500
2,BTC/USD,crypto,2023-03-18 18:17:10,59,75.8,500
1,DOGE/USD,crypto,2023-03-18 18:17:10,14,9.3,500
2,DOGE/USD,crypto,2023-03-18 18:17:10,17,62.2,500
1,AAPL,stock,2023-03-18 18:27:10,93,15.5,500
2,AAPL,stock,2023-03-18 18:27:10,38,62,500
1,GOOGL,stock,2023-03-18 18:27:10,78,54.2,500
2,GOOGL,stock,2023-03-18 18:27:10,67,57.3,500
1,TSLA,stock,2023-03-18 18:27:10,61,76.9,500
2,TSLA,stock,2023-03-18 18:27:10,41,55,500
1,BTC/USD,crypto,2023-03-18 18:27:10,51,77,500
2,BTC/USD,crypto,2023-03-18 18:27:10,2,10.8,500
1,DOGE/USD,crypto,2023-03-18 18:27:10,77,98.1,500
2,DOGE/USD,crypto,2023-03-18 18:27:10,65,76.9,500
1,AAPL,stock,2023-03-18 18:37:10,73,98.4,500
2,AAPL,stock,2023-03-18 18:37:10,56,95.1,500
1,GOOGL,stock,2023-03-18 18:37:10,96,44.7,500
2,GOOGL,stock,2023-03-18 18:37:10,25,10,500
1,TSLA,stock,2023-03-18 18:37:10,25,38.1,500
2,TSLA,stock,2023-03-18 18:37:10,3,20.7,500
1,BTC/USD,crypto,2023-03-18 18:37:10,79,50.4,500
2,BTC/USD,crypto,2023-03-18 18:37:10,89,24.9,500
1,DOGE/USD,crypto,2023-03-18 18:37:10,48,4.6,500
2,DOGE/USD,crypto,2023-03-18 18:37:10,68,40.7,500
1,AAPL,stock,2023-03-18 18:47:10,66,77.4,500
2,AAPL,stock,2023-03-18 18:47:10,30,77.2,500
1,GOOGL,stock,2023-03-18 18:47:10,34,52.1,500
2,GOOGL,stock,2023-03-18 18:47:10,76,61.1,500
1,TSLA,stock,2023-03-18 18:47:10,69,75.6,500
2,TSLA,stock,2023-03-18 18:47:10,19,59.1,500
1,BTC/USD,crypto,2023-03-18 18:47:10,37,45,500
2,BTC/USD,crypto,2023-03-18 18:47:10,76,24.8,500
1,DOGE/USD,crypto,2023-03-18 18:47:10,72,86.7,500
2,DOGE/USD,crypto,2023-03-18 18:47:10,43,39.2,500
1,AAPL,stock,2023-03-18 18:57:10,98,98.8,500
2,AAPL,stock,2023-03-18 18:57:10,17,60.5,500
1,GOOGL,stock,2023-03-18 18:57:10,35,72.8,500
2,GOOGL,stock,2023-03-18 18:57:10,6,60,500
1,TSLA,stock,2023-03-18 18:57:10,32,12.3,500
2,TSLA,stock,2023-03-18 18:57:10,21,70.2,500
1,BTC/USD,crypto,2023-03-18 18:57:10,6,90.6,500
2,BTC/USD,crypto,2023-03-18 18:57:10,100,15,500
1,DOGE/USD,crypto,2023-03-18 18:57:10,49,26.3,500
2,DOGE/USD,crypto,2023-03-18 18:57:10,25,44.7,500
1,AAPL,stock,2023-03-18 19:07:10,40,23.3,500
2,AAPL,stock,2023-03-18 19:07:10,26,35.3,500
1,GOOGL,stock,2023-03-18 19:07:10,18,86.3,500
2,GOOGL,stock,2023-03-18 19:07:10,1,2.2,500
1,TSLA,stock,2023-03-18 19:07:10,87,49.1,500
2,TSLA,stock,2023-03-18 19:07:10,3,71.9,500
1,BTC/USD,crypto,2023-03-18 19:07:10,7,69.1,500
2,BTC/USD,crypto,2023-03-18 19:07:10,40,31.5,500
1,DOGE/USD,crypto,2023-03-18 19:07:10,19,51.9,500
2,DOGE/USD,crypto,2023-03-18 19:07:10,48,55.3,500
1,AAPL,stock,2023-03-18 19:17:10,16,58,500
2,AAPL,stock,2023-03-18 19:17:10,61,32.9,500
1,GOOGL,stock,2023-03-18 19:17:10,49,86.9,500
2,GOOGL,stock,2023-03-18 19:17:10,32,27.4,500
1,TSLA,stock,2023-03-18 19:17:10,60,18.6,500
2,TSLA,stock,2023-03-18 19:17:10,11,51.4,500
1,BTC/USD,crypto,2023-03-18 19:17:10,89,79.9,500
2,BTC/USD,crypto,2023-03-18 19:17:10,96,32.9,500
1,DOGE/USD,crypto,2023-03-18 19:17:10,26,74.4,500
2,DOGE/USD,crypto,2023-03-18 19:17:10,27,87.5,500
1,AAPL,stock,2023-03-18 19:27:10,13,27.5,500
2,AAPL,stock,2023-03-18 19:27:10,2,9,500
1,GOOGL,stock,2023-03-18 19:27:10,1,38.2,500
2,GOOGL,stock,2023-03-18 19:27:10,72,65.7,500
1,TSLA,stock,2023-03-18 19:27:10,82,61.4,500
2,TSLA,stock,2023-03-18 19:27:10,69,0.7,500
1,BTC/USD,crypto,2023-03-18 19:27:10,42,73.6,500
2,BTC/USD,crypto,2023-03-18 19:27:10,9,24.3,500
1,DOGE/USD,crypto,2023-03-18 19:27:10,40,35.8,500
2,DOGE/USD,crypto,2023-03-18 19:27:10,40,19.2,500
1,AAPL,stock,2023-03-18 19:37:10,63,97.9,500
2,AAPL,stock,2023-03-18 19:37:10,64,13.1,500
1,GOOGL,stock,2023-03-18 19:37:10,51,77.9,500
2,GOOGL,stock,2023-03-18 19:37:10,97,96.7,500
1,TSLA,stock,2023-03-18 19:37:10,34,49.5,500
2,TSLA,stock,2023-03-18 19:37:10,39,72.1,500
1,BTC/USD,crypto,2023-03-18 19:37:10,97,39.3,500
2,BTC/USD,crypto,2023-03-18 19:37:10,5,17.8,500
1,DOGE/USD,crypto,2023-03-18 19:37:10,29,93.7,500
2,DOGE/USD,crypto,2023-03-18 19:37:10,38,13.3,500
1,AAPL,stock,2023-03-18 19:47:10,27,93.5,500
2,AAPL,stock,2023-03-18 19:47:10,39,93.5,500
1,GOOGL,stock,2023-03-18 19:47:10,18,95.8,500
2,GOOGL,stock,2023-03-18 19:47:10,88,73.5,500
1,TSLA,stock,2023-03-18 19:47:10,28,62.3,500
2,TSLA,stock,2023-03-18 19:47:10,58,5.3,500
1,BTC/USD,crypto,2023-03-18 19:47:10,43,59.8,500
2,BTC/USD,crypto,2023-03-18 19:47:10,51,19.6,500
1,DOGE/USD,crypto,2023-03-18 19:47:10,87,33.9,500
2,DOGE/USD,crypto,2023-03-18 19:47:10,28,93.7,500
1,AAPL,stock,2023-03-18 19:57:10,87,91.5,500
2,AAPL,stock,2023-03-18 19:57:10,46,41.6,500
1,GOOGL,stock,2023-03-18 19:57:10,24,73.3,500
2,GOOGL,stock,2023-03-18 19:57:10,87,73,500
1,TSLA,stock,2023-03-18 19:57:10,43,36.3,500
2,TSLA,stock,2023-03-18 19:57:10,26,56.1,500
1,BTC/USD,crypto,2023-03-18 19:57:10,53,53,500
2,BTC/USD,crypto,2023-03-18 19:57:10,85,18.2,500
1,DOGE/USD,crypto,2023-03-18 19:57:10,47,20.4,500
2,DOGE/USD,crypto,2023-03-18 19:57:10,81,53.4,500
1,AAPL,stock,2023-03-19 13:07:10,49,24.4,500
2,AAPL,stock,2023-03-19 13:07:10,79,14.1,500
1,GOOGL,stock,2023-03-19 13:07:10,29,24.6,500
2,GOOGL,stock,2023-03-19 13:07:10,93,0.3,500
1,TSLA,stock,2023-03-19 13:07:10,51,8,500
2,TSLA,stock,2023-03-19 13:07:10,19,89,500
1,BTC/USD,crypto,2023-03-19 13:07:10,69,92.2,500
2,BTC/USD,crypto,2023-03-19 13:07:10,91,65,500
1,DOGE/USD,crypto,2023-03-19 13:07:10,27,82.7,500
2,DOGE/USD,crypto,2023-03-19 13:07:10,33,79.9,500
1,AAPL,stock,2023-03-19 13:17:10,5,31,500
2,AAPL,stock,2023-03-19 13:17:10,24,97.7,500
1,GOOGL,stock,2023-03-19 13:17:10,5,2.1,500
2,GOOGL,stock,2023-03-19 13:17:10,49,19.5,500
1,TSLA,stock,2023-03-19 13:17:10,16,31.8,500
2,TSLA,stock,2023-03-19 13:17:10,56,53,500
1,BTC/USD,crypto,2023-03-19 13:17:10,80,46.3,500
2,BTC/USD,crypto,2023-03-19 13:17:10,92,47.8,500
1,DOGE/USD,crypto,2023-03-19 13:17:10,40,94.7,500
2,DOGE/USD,crypto,2023-03-19 13:17:10,83,56,500
1,AAPL,stock,2023-03-19 13:27:10,100,25.7,500
2,AAPL,stock,2023-03-19 13:27:10,100,34.3,500
1,GOOGL,stock,2023-03-19 13:27:10,76,74,500
2,GOOGL,stock,2023-03-19 13:27:10,35,44.4,500
1,TSLA,stock,2023-03-19 13:27:10,56,96.3,500
2,TSLA,stock,2023-03-19 13:27:10,1,94.4,500
1,BTC/USD,crypto,2023-03-19 13:27:10,79,84.9,500
2,BTC/USD,crypto,2023-03-19 13:27:10,61,13.3,500
1,DOGE/USD,crypto,2023-03-19 13:27:10,38,88.6,500
2,DOGE/USD,crypto,2023-03-19 13:27:10,53,49.4,500
1,AAPL,stock,2023-03-19 13:37:10,69,2.3,500
2,AAPL,stock,2023-03-19 13:37:10,79,61.7,500
1,GOOGL,stock,2023-03-19 13:37:10,37,57.5,500
2,GOOGL,stock,2023-03-19 13:37:10,79,96,500
1,TSLA,stock,2023-03-19 13:37:10,74,28.2,500
2,TSLA,stock,2023-03-19 13:37:10,28,66.9,500
1,BTC/USD,crypto,2023-03-19 13:37:10,9,34.8,500
2,BTC/USD,crypto,2023-03-19 13:37:10,65,82.5,500
1,DOGE/USD,crypto,2023-03-19 13:37:10,32,58.1,500
2,DOGE/USD,crypto,2023-03-19 13:37:10,80,65,500
1,AAPL,stock,2023-03-19 13:47:10,38,38.9,500
2,AAPL,stock,2023-03-19 13:47:10,54,72.4,500
1,GOOGL,stock,2023-03-19 13:47:10,17,64.3,500
2,GOOGL,stock,2023-03-19 13:47:10,48,54.9,500
1,TSLA,stock,2023-03-19 13:47:10,89,42.5,500
2,TSLA,stock,2023-03-19 13:47:10,100,19.7,500
1,BTC/USD,crypto,2023-03-19 13:47:10,17,88.2,500
2,BTC/USD,crypto,2023-03-19 13:47:10,31,76.2,500
1,DOGE/USD,crypto,2023-03-19 13:47:10,72,37.6,500
2,DOGE/USD,crypto,2023-03-19 13:47:10,37,33.5,500
1,AAPL,stock,2023-03-19 13:57:10,10,50.9,500
2,AAPL,stock,2023-03-19 13:57:10,37,92.1,500
1,GOOGL,stock,2023-03-19 13:57:10,71,85.9,500
2,GOOGL,stock,2023-03-19 13:57:10,8,97.1,500
1,TSLA,stock,2023-03-19 13:57:10,8,70.9,500
2,TSLA,stock,2023-03-19 13:57:10,24,6.7,500
1,BTC/USD,crypto,2023-03-19 13:57:10,16,96.7,500
2,BTC/USD,crypto,2023-03-19 13:57:10,22,83.6,500
1,DOGE/USD,crypto,2023-03-19 13:57:10,6,55.4,500
2,DOGE/USD,crypto,2023-03-19 13:57:10,21,81.2,500
1,AAPL,stock,2023-03-19 14:07:10,26,39.8,500
2,AAPL,stock,2023-03-19 14:07:10,39,80.5,500
1,GOOGL,stock,2023-03-19 14:07:10,95,50.1,500
2,GOOGL,stock,2023-03-19 14:07:10,24,39.2,500
1,TSLA,stock,2023-03-19 14:07:10,62,35.1,500
2,TSLA,stock,2023-03-19 14:07:10,49,81.7,500
1,BTC/USD,crypto,2023-03-19 14:07:10,12,82.3,500
2,BTC/USD,crypto,2023-03-19 14:07:10,70,19.8,500
1,DOGE/USD,crypto,2023-03-19 14:07:10,27,12.4,500
2,DOGE/USD,crypto,2023-03-19 14:07:10,89,24.4,500
1,AAPL,stock,2023-03-19 14:17:10,51,41.4,500
2,AAPL,stock,2023-03-19 14:17:10,23,56.7,500
1,GOOGL,stock,2023-03-19 14:17:10,88,39.4,500
2,GOOGL,stock,2023-03-19 14:17:10,51,96.2,500
1,TSLA,stock,2023-03-19 14:17:10,57,58.7,500
2,TSLA,stock,2023-03-19 14:17:10,16,28.9,500
1,BTC/USD,crypto,2023-03-19 14:17:10,84,90.7,500
2,BTC/USD,crypto,2023-03-19 14:17:10,22,10.1,500
1,DOGE/USD,crypto,2023-03-19 14:17:10,65,0.8,500
2,DOGE/USD,crypto,2023-03-19 14:17:10,52,9.2,500
1,AAPL,stock,2023-03-19 14:27:10,30,77.8,500
2,AAPL,stock,2023-03-19 14:27:10,80,7.8,500
1,GOOGL,stock,2023-03-19 14:27:10,69,34.1,500
2,GOOGL,stock,2023-03-19 14:27:10,77,31.8,500
1,TSLA,stock,2023-03-19 14:27:10,84,72.8,500
2,TSLA,stock,2023-03-19 14:27:10,45,41.1,500
1,BTC/USD,crypto,2023-03-19 14:27:10,40,27.4,500
2,BTC/USD,crypto,2023-03-19 14:27:10,92,17.6,500
1,DOGE/USD,crypto,2023-03-19 14:27:10,50,82.9,500
2,DOGE/USD,crypto,2023-03-19 14:27:10,94,78.5,500
1,AAPL,stock,2023-03-19 14:37:10,33,14,500
2,AAPL,stock,2023-03-19 14:37:10,58,56.1,500
1,GOOGL,stock,2023-03-19 14:37:10,9,96.3,500
2,GOOGL,stock,2023-03-19 14:37:10,66,37.8,500
1,TSLA,stock,2023-03-19 14:37:10,88,80.6,500
2,TSLA,stock,2023-03-19 14:37:10,80,67.9,500
1,BTC/USD,crypto,2023-03-19 14:37:10,76,42.6,500
2,BTC/USD,crypto,2023-03-19 14:37:10,42,47.5,500
1,DOGE/USD,crypto,2023-03-19 14:37:10,100,64.4,500
2,DOGE/USD,crypto,2023-03-19 14:37:10,2,9.9,500
1,AAPL,stock,2023-03-19 14:47:10,51,4.6,500
2,AAPL,stock,2023-03-19 14:47:10,91,42.7,500
1,GOOGL,stock,2023-03-19 14:47:10,19,19.5,500
2,GOOGL,stock,2023-03-19 14:47:10,35,23.5,500
1,TSLA,stock,2023-03-19 14:47:10,92,3,500
2,TSLA,stock,2023-03-19 14:47:10,7,22.3,500
1,BTC/USD,crypto,2023-03-19 14:47:10,26,1.1,500
2,BTC/USD,crypto,2023-03-19 14:47:10,93,6,500
1,DOGE/USD,crypto,2023-03-19 14:47:10,98,94.2,500
2,DOGE/USD,crypto,2023-03-19 14:47:10,82,84.2,500
1,AAPL,stock,2023-03-19 14:57:10,33,91.7,500
2,AAPL,stock,2023-03-19 14:57:10,21,90.3,500
1,GOOGL,stock,2023-03-19 14:57:10,82,0,500
2,GOOGL,stock,2023-03-19 14:57:10,9,15.1,500
1,TSLA,stock,2023-03-19 14:57:10,3,67.9,500
2,TSLA,stock,2023-03-19 14:57:10,64,91.3,500
1,BTC/USD,crypto,2023-03-19 14:57:10,52,47.5,500
2,BTC/USD,crypto,2023-03-19 14:57:10,37,46.3,500
1,DOGE/USD,crypto,2023-03-19 14:57:10,3,88.6,500
2,DOGE/USD,crypto,2023-03-19 14:57:10,37,48.4,500
1,AAPL,stock,2023-03-19 15:07:10,81,65.5,500
2,AAPL,stock,2023-03-19 15:07:10,81,12,500
1,GOOGL,stock,2023-03-19 15:07:10,66,85.2,500
2,GOOGL,stock,2023-03-19 15:07:10,31,46.4,500
1,TSLA,stock,2023-03-19 15:07:10,49,74.2,500
2,TSLA,stock,2023-03-19 15:07:10,30,56.9,500
1,BTC/USD,crypto,2023-03-19 15:07:10,97,89.4,500
2,BTC/USD,crypto,2023-03-19 15:07:10,85,61.8,500
1,DOGE/USD,crypto,2023-03-19 15:07:10,59,46.1,500
2,DOGE/USD,crypto,2023-03-19 15:07:10,19,17.1,500
1,AAPL,stock,2023-03-19 15:17:10,95,30.2,500
2,AAPL,stock,2023-03-19 15:17:10,5,79.8,500
1,GOOGL,stock,2023-03-19 15:17:10,64,38.7,500
2,GOOGL,stock,2023-03-19 15:17:10,96,58.3,500
1,TSLA,stock,2023-03-19 15:17:10,13,1.9,500
2,TSLA,stock,2023-03-19 15:17:10,100,20.8,500
1,BTC/USD,crypto,2023-03-19 15:17:10,10,54.6,500
2,BTC/USD,crypto,2023-03-19 15:17:10,34,94,500
1,DOGE/USD,crypto,2023-03-19 15:17:10,33,15.1,500
2,DOGE/USD,crypto,2023-03-19 15:17:10,40,39.9,500
1,AAPL,stock,2023-03-19 15:27:10,64,43.5,500
2,AAPL,stock,2023-03-19 15:27:10,41,77.3,500
1,GOOGL,stock,2023-03-19 15:27:10,81,43.4,500
2,GOOGL,stock,2023-03-19 15:27:10,92,47.1,500
1,TSLA,stock,2023-03-19 15:27:10,83,73.7,500
2,TSLA,stock,2023-03-19 15:27:10,44,21.5,500
1,BTC/USD,crypto,2023-03-19 15:27:10,76,84.8,500
2,BTC/USD,crypto,2023-03-19 15:27:10,11,54.8,500
1,DOGE/USD,crypto,2023-03-19 15:27:10,71,31.1,500
2,DOGE/USD,crypto,2023-03-19 15:27:10,52,67,500
1,AAPL,stock,2023-03-19 15:37:10,28,29.2,500
2,AAPL,stock,2023-03-19 15:37:10,100,90.3,500
1,GOOGL,stock,2023-03-19 15:37:10,94,55.3,500
2,GOOGL,stock,2023-03-19 15:37:10,77,97.8,500
1,TSLA,stock,2023-03-19 15:37:10,16,33.7,500
2,TSLA,stock,2023-03-19 15:37:10,81,33.6,500
1,BTC/USD,crypto,2023-03-19 15:37:10,68,11,500
2,BTC/USD,crypto,2023-03-19 15:37:10,4,26.7,500
1,DOGE/USD,crypto,2023-03-19 15:37:10,100,69.8,500
2,DOGE/USD,crypto,2023-03-19 15:37:10,18,34.9,500
1,AAPL,stock,2023-03-19 15:47:10,50,76.4,500
2,AAPL,stock,2023-03-19 15:47:10,60,76.2,500
1,GOOGL,stock,2023-03-19 15:47:10,27,6.7,500
2,GOOGL,stock,2023-03-19 15:47:10,90,65.5,500
1,TSLA,stock,2023-03-19 15:47:10,2,47.1,500
2,TSLA,stock,2023-03-19 15:47:10,67,31.7,500
1,BTC/USD,crypto,2023-03-19 15:47:10,90,11.5,500
2,BTC/USD,crypto,2023-03-19 15:47:10,57,58.7,500
1,DOGE/USD,crypto,2023-03-19 15:47:10,100,20.6,500
2,DOGE/USD,crypto,2023-03-19 15:47:10,43,74,500
1,AAPL,stock,2023-03-19 15:57:10,25,33.7,500
2,AAPL,stock,2023-03-19 15:57:10,85,42.8,500
1,GOOGL,stock,2023-03-19 15:57:10,96,79.7,500
2,GOOGL,stock,2023-03-19 15:57:10,48,81.6,500
1,TSLA,stock,2023-03-19 15:57:10,49,78.8,500
2,TSLA,stock,2023-03-19 15:57:10,66,72.3,500
1,BTC/USD,crypto,2023-03-19 15:57:10,18,8.5,500
2,BTC/USD,crypto,2023-03-19 15:57:10,45,18.5,500
1,DOGE/USD,crypto,2023-03-19 15:57:10,57,77.3,500
2,DOGE/USD,crypto,2023-03-19 15:57:10,54,86,500
1,AAPL,stock,2023-03-19 16:07:10,88,6.1,500
2,AAPL,stock,2023-03-19 16:07:10,94,99,500
1,GOOGL,stock,2023-03-19 16:07:10,42,49.5,500
2,GOOGL,stock,2023-03-19 16:07:10,25,23.1,500
1,TSLA,stock,2023-03-19 16:07:10,58,78.7,500
2,TSLA,stock,2023-03-19 16:07:10,53,87.8,500
1,BTC/USD,crypto,2023-03-19 16:07:10,4,76.6,500
2,BTC/USD,crypto,2023-03-19 16:07:10,50,52,500
1,DOGE/USD,crypto,2023-03-19 16:07:10,95,14.1,500
2,DOGE/USD,crypto,2023-03-19 16:07:10,39,99.4,500
1,AAPL,stock,2023-03-19 16:17:10,24,57.2,500
2,AAPL,stock,2023-03-19 16:17:10,55,30.6,500
1,GOOGL,stock,2023-03-19 16:17:10,60,97.6,500
2,GOOGL,stock,2023-03-19 16:17:10,73,67.1,500
1,TSLA,stock,2023-03-19 16:17:10,100,5.9,500
2,TSLA,stock,2023-03-19 16:17:10,41,38.4,500
1,BTC/USD,crypto,2023-03-19 16:17:10,50,0.1,500
2,BTC/USD,crypto,2023-03-19 16:17:10,23,93.1,500
1,DOGE/USD,crypto,2023-03-19 16:17:10,37,0.3,500
2,DOGE/USD,crypto,2023-03-19 16:17:10,100,97,500
1,AAPL,stock,2023-03-19 16:27:10,100,22.3,500
2,AAPL,stock,2023-03-19 16:27:10,47,14.7,500
1,GOOGL,stock,2023-03-19 16:27:10,20,23.1,500
2,GOOGL,stock,2023-03-19 16:27:10,65,43.9,500
1,TSLA,stock,2023-03-19 16:27:10,99,43.4,500
2,TSLA,stock,2023-03-19 16:27:10,54,88.4,500
1,BTC/USD,crypto,2023-03-19 16:27:10,17,68.5,500
2,BTC/USD,crypto,2023-03-19 16:27:10,100,46,500
1,DOGE/USD,crypto,2023-03-19 16:27:10,97,85.4,500
2,DOGE/USD,crypto,2023-03-19 16:27:10,67,35.4,500
1,AAPL,stock,2023-03-19 16:37:10,71,70.6,500
2,AAPL,stock,2023-03-19 16:37:10,71,86.2,500
1,GOOGL,stock,2023-03-19 16:37:10,39,58.3,500
2,GOOGL,stock,2023-03-19 16:37:10,5,99.8,500
1,TSLA,stock,2023-03-19 16:37:10,46,9,500
2,TSLA,stock,2023-03-19 16:37:10,99,12.3,500
1,BTC/USD,crypto,2023-03-19 16:37:10,76,32.1,500
2,BTC/USD,crypto,2023-03-19 16:37:10,70,36.9,500
1,DOGE/USD,crypto,2023-03-19 16:37:10,3,27,500
2,DOGE/USD,crypto,2023-03-19 16:37:10,65,92.5,500
1,AAPL,stock,2023-03-19 16:47:10,62,9.8,500
2,AAPL,stock,2023-03-19 16:47:10,27,19,500
1,GOOGL,stock,2023-03-19 16:47:10,7,82.7,500
2,GOOGL,stock,2023-03-19 16:47:10,30,35.8,500
1,TSLA,stock,2023-03-19 16:47:10,46,12.1,500
2,TSLA,stock,2023-03-19 16:47:10,98,86.1,500
1,BTC/USD,crypto,2023-03-19 16:47:10,42,92.5,500
2,BTC/USD,crypto,2023-03-19 16:47:10,36,87.4,500
1,DOGE/USD,crypto,2023-03-19 16:47:10,8,82.5,500
2,DOGE/USD,crypto,2023-03-19 16:47:10,45,41.3,500
1,AAPL,stock,2023-03-19 16:57:10,69,75.6,500
2,AAPL,stock,2023-03-19 16:57:10,1,33.9,500
1,GOOGL,stock,2023-03-19 16:57:10,88,5.8,500
2,GOOGL,stock,2023-03-19 16:57:10,18,23.9,500
1,TSLA,stock,2023-03-19 16:57:10,3,29.2,500
2,TSLA,stock,2023-03-19 16:57:10,93,92.8,500
1,BTC/USD,crypto,2023-03-19 16:57:10,28,72.5,500
2,BTC/USD,crypto,2023-03-19 16:57:10,19,11.3,500
1,DOGE/USD,crypto,2023-03-19 16:57:10,29,58.9,500
2,DOGE/USD,crypto,2023-03-19 16:57:10,91,58.1,500
1,AAPL,stock,2023-03-19 17:07:10,86,77.3,500
2,AAPL,stock,2023-03-19 17:07:10,93,19.5,500
1,GOOGL,stock,2023-03-19 17:07:10,4,17.8,500
2,GOOGL,stock,2023-03-19 17:07:10,69,2.4,500
1,TSLA,stock,2023-03-19 17:07:10,10,5.3,500
2,TSLA,stock,2023-03-19 17:07:10,83,38.6,500
1,BTC/USD,crypto,2023-03-19 17:07:10,33,77.6,500
2,BTC/USD,crypto,2023-03-19 17:07:10,3,65.5,500
1,DOGE/USD,crypto,2023-03-19 17:07:10,18,11.5,500
2,DOGE/USD,crypto,2023-03-19 17:07:10,89,57.9,500
1,AAPL,stock,2023-03-19 17:17:10,22,67.5,500
2,AAPL,stock,2023-03-19 17:17:10,36,26,500
1,GOOGL,stock,2023-03-19 17:17:10,28,77.4,500
2,GOOGL,stock,2023-03-19 17:17:10,34,7.5,500
1,TSLA,stock,2023-03-19 17:17:10,24,48.3,500
2,TSLA,stock,2023-03-19 17:17:10,35,5.9,500
1,BTC/USD,crypto,2023-03-19 17:17:10,25,32.3,500
2,BTC/USD,crypto,2023-03-19 17:17:10,66,98.1,500
1,DOGE/USD,crypto,2023-03-19 17:17:10,100,27.3,500
2,DOGE/USD,crypto,2023-03-19 17:17:10,75,52.6,500
1,AAPL,stock,2023-03-19 17:27:10,10,80.3,500
2,AAPL,stock,2023-03-19 17:27:10,21,63.8,500
1,GOOGL,stock,2023-03-19 17:27:10,4,67.4,500
2,GOOGL,stock,2023-03-19 17:27:10,19,64.4,500
1,TSLA,stock,2023-03-19 17:27:10,1,89.2,500
2,TSLA,stock,2023-03-19 17:27:10,35,73,500
1,BTC/USD,crypto,2023-03-19 17:27:10,48,87.9,500
2,BTC/USD,crypto,2023-03-19 17:27:10,39,27.5,500
1,DOGE/USD,crypto,2023-03-19 17:27:10,50,81.6,500
2,DOGE/USD,crypto,2023-03-19 17:27:10,57,55,500
1,AAPL,stock,2023-03-19 17:37:10,79,96.8,500
2,AAPL,stock,2023-03-19 17:37:10,65,91.4,500
1,GOOGL,stock,2023-03-19 17:37:10,34,99.5,500
2,GOOGL,stock,2023-03-19 17:37:10,26,3.6,500
1,TSLA,stock,2023-03-19 17:37:10,31,60.9,500
2,TSLA,stock,2023-03-19 17:37:10,66,34.7,500
1,BTC/USD,crypto,2023-03-19 17:37:10,75,95.2,500
2,BTC/USD,crypto,2023-03-19 17:37:10,88,71.8,500
1,DOGE/USD,crypto,2023-03-19 17:37:10,97,64.8,500
2,DOGE/USD,crypto,2023-03-19 17:37:10,100,62.8,500
1,AAPL,stock,2023-03-19 17:47:10,39,4.2,500
2,AAPL,stock,2023-03-19 17:47:10,44,26.2,500
1,GOOGL,stock,2023-03-19 17:47:10,76,74.4,500
2,GOOGL,stock,2023-03-19 17:47:10,83,23.3,500
1,TSLA,stock,2023-03-19 17:47:10,23,76.3,500
2,TSLA,stock,2023-03-19 17:47:10,55,9,500
1,BTC/USD,crypto,2023-03-19 17:47:10,65,86.3,500
2,BTC/USD,crypto,2023-03-19 17:47:10,55,83.7,500
1,DOGE/USD,crypto,2023-03-19 17:47:10,77,35.8,500
2,DOGE/USD,crypto,2023-03-19 17:47:10,17,98.5,500
1,AAPL,stock,2023-03-19 17:57:10,11,92,500
2,AAPL,stock,2023-03-19 17:57:10,89,79.9,500
1,GOOGL,stock,2023-03-19 17:57:10,70,93.7,500
2,GOOGL,stock,2023-03-19 17:57:10,28,51.5,500
1,TSLA,stock,2023-03-19 17:57:10,31,57.8,500
2,TSLA,stock,2023-03-19 17:57:10,59,46.4,500
1,BTC/USD,crypto,2023-03-19 17:57:10,62,86.8,500
2,BTC/USD,crypto,2023-03-19 17:57:10,39,38.2,500
1,DOGE/USD,crypto,2023-03-19 17:57:10,35,80.2,500
2,DOGE/USD,crypto,2023-03-19 17:57:10,53,71.3,500
1,AAPL,stock,2023-03-19 18:07:10,12,16.6,500
2,AAPL,stock,2023-03-19 18:07:10,64,2.1,500
1,GOOGL,stock,2023-03-19 18:07:10,51,27,500
2,GOOGL,stock,2023-03-19 18:07:10,70,39.1,500
1,TSLA,stock,2023-03-19 18:07:10,96,13.7,500
2,TSLA,stock,2023-03-19 18:07:10,59,70.4,500
1,BTC/USD,crypto,2023-03-19 18:07:10,89,66.3,500
2,BTC/USD,crypto,2023-03-19 18:07:10,11,37,500
1,DOGE/USD,crypto,2023-03-19 18:07:10,99,49.1,500
2,DOGE/USD,crypto,2023-03-19 18:07:10,33,68.9,500
1,AAPL,stock,2023-03-19 18:17:10,44,13,500
2,AAPL,stock,2023-03-19 18:17:10,70,60.5,500
1,GOOGL,stock,2023-03-19 18:17:10,84,94.6,500
2,GOOGL,stock,2023-03-19 18:17:10,76,61.5,500
1,TSLA,stock,2023-03-19 18:17:10,72,57.6,500
