account,symbol,type,time,qty,avg_cost,buy_pwr
1,BTC/USD,crypto,2022-12-02 10:57:14,78,6.6,600
2,BTC/USD,crypto,2022-12-02 10:57:14,74,14.5,600
1,DOGE/USD,crypto,2022-12-02 10:57:14,96,90.9,600
2,DOGE/USD,crypto,2022-12-02 10:57:14,9,80.7,600
1,AMZN,stock,2022-12-02 10:57:14,29,15.9,600
2,AMZN,stock,2022-12-02 10:57:14,17,78.2,600
1,AAPL,stock,2022-12-09 10:57:14,85,27.3,600
2,AAPL,stock,2022-12-09 10:57:14,43,88.7,600
1,GOOGL,stock,2022-12-09 10:57:14,80,15.3,600
2,GOOGL,stock,2022-12-09 10:57:14,80,35,600
1,TSLA,stock,2022-12-09 10:57:14,63,86.8,600
2,TSLA,stock,2022-12-09 10:57:14,87,2,600
1,BTC/USD,crypto,2022-12-09 10:57:14,8,73.8,600
2,BTC/USD,crypto,2022-12-09 10:57:14,98,25.5,600
1,DOGE/USD,crypto,2022-12-09 10:57:14,37,10.6,600
2,DOGE/USD,crypto,2022-12-09 10:57:14,18,50.9,600
1,AMZN,stock,2022-12-09 10:57:14,20,28.1,600
2,AMZN,stock,2022-12-09 10:57:14,43,27.2,600
1,AAPL,stock,2022-12-16 10:57:14,63,40.5,600
2,AAPL,stock,2022-12-16 10:57:14,29,34.1,600
1,GOOGL,stock,2022-12-16 10:57:14,72,95.5,600
2,GOOGL,stock,2022-12-16 10:57:14,70,88.1,600
1,TSLA,stock,2022-12-16 10:57:14,85,2.8,600
2,TSLA,stock,2022-12-16 10:57:14,31,63.2,600
1,BTC/USD,crypto,2022-12-16 10:57:14,78,97.6,600
2,BTC/USD,crypto,2022-12-16 10:57:14,2,82.9,600
1,DOGE/USD,crypto,2022-12-16 10:57:14,63,81.8,600
2,DOGE/USD,crypto,2022-12-16 10:57:14,90,22.4,600
1,AMZN,stock,2022-12-16 10:57:14,60,24.3,600
2,AMZN,stock,2022-12-16 10:57:14,14,71,600
1,AAPL,stock,2022-12-23 10:57:14,100,56,600
2,AAPL,stock,2022-12-23 10:57:14,44,21.8,600
1,GOOGL,stock,2022-12-23 10:57:14,50,12.4,600
2,GOOGL,stock,2022-12-23 10:57:14,91,24.3,600
1,TSLA,stock,2022-12-23 10:57:14,49,82.9,600
2,TSLA,stock,2022-12-23 10:57:14,94,10.5,600
1,BTC/USD,crypto,2022-12-23 10:57:14,62,86.8,600
2,BTC/USD,crypto,2022-12-23 10:57:14,9,83.3,600
1,DOGE/USD,crypto,2022-12-23 10:57:14,15,1.5,600
2,DOGE/USD,crypto,2022-12-23 10:57:14,45,30.4,600
1,AMZN,stock,2022-12-23 10:57:14,70,82.8,600
2,AMZN,stock,2022-12-23 10:57:14,79,59.7,600
1,AAPL,stock,2022-12-30 10:57:14,47,19,600
2,AAPL,stock,2022-12-30 10:57:14,67,9.2,600
1,GOOGL,stock,2022-12-30 10:57:14,94,76.8,600
2,GOOGL,stock,2022-12-30 10:57:14,61,20,600
1,TSLA,stock,2022-12-30 10:57:14,56,31.6,600
2,TSLA,stock,2022-12-30 10:57:14,27,28.3,600
1,BTC/USD,crypto,2022-12-30 10:57:14,90,24.1,600
2,BTC/USD,crypto,2022-12-30 10:57:14,52,52,600
1,DOGE/USD,crypto,2022-12-30 10:57:14,30,13.3,600
2,DOGE/USD,crypto,2022-12-30 10:57:14,63,94.1,600
1,AMZN,stock,2022-12-30 10:57:14,26,24.8,600
2,AMZN,stock,2022-12-30 10:57:14,34,69.1,600
1,AAPL,stock,2023-01-06 10:57:14,13,52.5,600
2,AAPL,stock,2023-01-06 10:57:14,74,54.1,600
1,GOOGL,stock,2023-01-06 10:57:14,49,49.4,600
2,GOOGL,stock,2023-01-06 10:57:14,40,38.5,600
1,TSLA,stock,2023-01-06 10:57:14,74,79.6,600
2,TSLA,stock,2023-01-06 10:57:14,39,59.6,600
1,BTC/USD,crypto,2023-01-06 10:57:14,45,2.5,600
2,BTC/USD,crypto,2023-01-06 10:57:14,45,32,600
1,DOGE/USD,crypto,2023-01-06 10:57:14,89,96.9,600
2,DOGE/USD,crypto,2023-01-06 10:57:14,70,91.1,600
1,AMZN,stock,2023-01-06 10:57:14,98,8.7,600
2,AMZN,stock,2023-01-06 10:57:14,78,15,600
1,AAPL,stock,2023-01-13 10:57:14,96,59.1,600
2,AAPL,stock,2023-01-13 10:57:14,41,59.5,600
1,GOOGL,stock,2023-01-13 10:57:14,81,27,600
2,GOOGL,stock,2023-01-13 10:57:14,61,97.5,600
1,TSLA,stock,2023-01-13 10:57:14,59,8.2,600
2,TSLA,stock,2023-01-13 10:57:14,37,19.1,600
1,BTC/USD,crypto,2023-01-13 10:57:14,97,88.3,600
2,BTC/USD,crypto,2023-01-13 10:57:14,37,86.5,600
1,DOGE/USD,crypto,2023-01-13 10:57:14,90,36.3,600
2,DOGE/USD,crypto,2023-01-13 10:57:14,90,17.7,600
1,AMZN,stock,2023-01-13 10:57:14,10,83.2,600
2,AMZN,stock,2023-01-13 10:57:14,86,31.6,600
1,AAPL,stock,2023-01-20 10:57:14,82,63.3,600
2,AAPL,stock,2023-01-20 10:57:14,37,40,600
1,GOOGL,stock,2023-01-20 10:57:14,61,48.3,600
2,GOOGL,stock,2023-01-20 10:57:14,94,79.7,600
1,TSLA,stock,2023-01-20 10:57:14,33,18.2,600
2,TSLA,stock,2023-01-20 10:57:14,83,11.9,600
1,BTC/USD,crypto,2023-01-20 10:57:14,92,61.8,600
2,BTC/USD,crypto,2023-01-20 10:57:14,5,39.9,600
1,DOGE/USD,crypto,2023-01-20 10:57:14,66,25.5,600
2,DOGE/USD,crypto,2023-01-20 10:57:14,64,25.6,600
1,AMZN,stock,2023-01-20 10:57:14,100,61.2,600
2,AMZN,stock,2023-01-20 10:57:14,28,74.1,600
1,AAPL,stock,2023-01-27 10:57:14,65,30.6,600
2,AAPL,stock,2023-01-27 10:57:14,14,36.8,600
1,GOOGL,stock,2023-01-27 10:57:14,31,74,600
2,GOOGL,stock,2023-01-27 10:57:14,25,35.4,600
1,TSLA,stock,2023-01-27 10:57:14,12,70.3,600
2,TSLA,stock,2023-01-27 10:57:14,37,10.5,600
1,BTC/USD,crypto,2023-01-27 10:57:14,38,9.3,600
2,BTC/USD,crypto,2023-01-27 10:57:14,98,26.2,600
1,DOGE/USD,crypto,2023-01-27 10:57:14,100,2,600
2,DOGE/USD,crypto,2023-01-27 10:57:14,93,96.8,600
1,AMZN,stock,2023-01-27 10:57:14,5,40.6,600
2,AMZN,stock,2023-01-27 10:57:14,99,48.1,600
1,AAPL,stock,2023-02-03 10:57:14,80,99.8,600
2,AAPL,stock,2023-02-03 10:57:14,63,71,600
1,GOOGL,stock,2023-02-03 10:57:14,27,43.2,600
2,GOOGL,stock,2023-02-03 10:57:14,61,77.1,600
1,TSLA,stock,2023-02-03 10:57:14,24,32.4,600
2,TSLA,stock,2023-02-03 10:57:14,58,40.2,600
1,BTC/USD,crypto,2023-02-03 10:57:14,33,16.9,600
2,BTC/USD,crypto,2023-02-03 10:57:14,44,60.3,600
1,DOGE/USD,crypto,2023-02-03 10:57:14,72,70.8,600
2,DOGE/USD,crypto,2023-02-03 10:57:14,64,75.8,600
1,AMZN,stock,2023-02-03 10:57:14,75,73.2,600
2,AMZN,stock,2023-02-03 10:57:14,82,92.3,600
1,AAPL,stock,2023-02-10 10:57:14,61,75.1,600
2,AAPL,stock,2023-02-10 10:57:14,86,55.6,600
1,GOOGL,stock,2023-02-10 10:57:14,55,29.7,600
2,GOOGL,stock,2023-02-10 10:57:14,29,98,600
1,TSLA,stock,2023-02-10 10:57:14,43,76.2,600
2,TSLA,stock,2023-02-10 10:57:14,2,81.1,600
1,BTC/USD,crypto,2023-02-10 10:57:14,41,39.2,600
2,BTC/USD,crypto,2023-02-10 10:57:14,53,6.6,600
1,DOGE/USD,crypto,2023-02-10 10:57:14,43,19.7,600
2,DOGE/USD,crypto,2023-02-10 10:57:14,78,20.3,600
1,AMZN,stock,2023-02-10 10:57:14,16,92,600
2,AMZN,stock,2023-02-10 10:57:14,35,1.6,600
1,AAPL,stock,2023-02-17 10:57:14,15,12.4,600
2,AAPL,stock,2023-02-17 10:57:14,68,60.8,600
1,GOOGL,stock,2023-02-17 10:57:14,42,38.1,600
2,GOOGL,stock,2023-02-17 10:57:14,79,81.9,600
1,TSLA,stock,2023-02-17 10:57:14,15,67.9,600
2,TSLA,stock,2023-02-17 10:57:14,53,44.8,600
1,BTC/USD,crypto,2023-02-17 10:57:14,100,55.7,600
2,BTC/USD,crypto,2023-02-17 10:57:14,95,55.8,600
1,DOGE/USD,crypto,2023-02-17 10:57:14,55,8.5,600
2,DOGE/USD,crypto,2023-02-17 10:57:14,21,77.4,600
1,AMZN,stock,2023-02-17 10:57:14,60,1.1,600
2,AMZN,stock,2023-02-17 10:57:14,32,87.5,600
1,AAPL,stock,2023-02-24 10:57:14,41,86.5,600
2,AAPL,stock,2023-02-24 10:57:14,32,12.6,600
1,GOOGL,stock,2023-02-24 10:57:14,2,55,600
2,GOOGL,stock,2023-02-24 10:57:14,7,99.5,600
1,TSLA,stock,2023-02-24 10:57:14,79,5.3,600
2,TSLA,stock,2023-02-24 10:57:14,38,35.5,600
1,BTC/USD,crypto,2023-02-24 10:57:14,37,49.9,600
2,BTC/USD,crypto,2023-02-24 10:57:14,63,60.2,600
1,DOGE/USD,crypto,2023-02-24 10:57:14,47,12.6,600
2,DOGE/USD,crypto,2023-02-24 10:57:14,54,71.4,600
1,AMZN,stock,2023-02-24 10:57:14,55,59.6,600
2,AMZN,stock,2023-02-24 10:57:14,94,87.2,600
1,AAPL,stock,2023-03-03 10:57:14,74,85.2,600
2,AAPL,stock,2023-03-03 10:57:14,88,44.5,600
1,GOOGL,stock,2023-03-03 10:57:14,6,3.7,600
2,GOOGL,stock,2023-03-03 10:57:14,32,45.5,600
1,TSLA,stock,2023-03-03 10:57:14,66,90.6,600
2,TSLA,stock,2023-03-03 10:57:14,99,96.7,600
1,BTC/USD,crypto,2023-03-03 10:57:14,68,20.1,600
2,BTC/USD,crypto,2023-03-03 10:57:14,74,55.7,600
1,DOGE/USD,crypto,2023-03-03 10:57:14,59,13.8,600
2,DOGE/USD,crypto,2023-03-03 10:57:14,66,40.8,600
1,AMZN,stock,2023-03-03 10:57:14,100,78.1,600
2,AMZN,stock,2023-03-03 10:57:14,47,68.9,600
1,AAPL,stock,2023-03-10 10:57:14,17,26.3,600
2,AAPL,stock,2023-03-10 10:57:14,30,88.4,600
1,GOOGL,stock,2023-03-10 10:57:14,99,32.3,600
2,GOOGL,stock,2023-03-10 10:57:14,56,97.8,600
1,TSLA,stock,2023-03-10 10:57:14,18,61.3,600
2,TSLA,stock,2023-03-10 10:57:14,72,13.9,600
1,BTC/USD,crypto,2023-03-10 10:57:14,91,89.5,600
2,BTC/USD,crypto,2023-03-10 10:57:14,71,74.4,600
1,DOGE/USD,crypto,2023-03-10 10:57:14,99,29.7,600
2,DOGE/USD,crypto,2023-03-10 10:57:14,74,42.8,600
1,AMZN,stock,2023-03-10 10:57:14,2,48.2,600
2,AMZN,stock,2023-03-10 10:57:14,47,93.9,600
1,AAPL,stock,2023-03-17 10:57:14,79,94.8,600
2,AAPL,stock,2023-03-17 10:57:14,56,4,600
1,GOOGL,stock,2023-03-17 10:57:14,65,79,600
2,GOOGL,stock,2023-03-17 10:57:14,30,60.1,600
1,TSLA,stock,2023-03-17 10:57:14,87,27.2,600
2,TSLA,stock,2023-03-17 10:57:14,59,48.8,600
1,BTC/USD,crypto,2023-03-17 10:57:14,22,91.8,600
2,BTC/USD,crypto,2023-03-17 10:57:14,49,3.6,600
1,DOGE/USD,crypto,2023-03-17 10:57:14,91,93.1,600
2,DOGE/USD,crypto,2023-03-17 10:57:14,11,94.2,600
1,AMZN,stock,2023-03-17 10:57:14,95,8,600
2,AMZN,stock,2023-03-17 10:57:14,24,93.8,600
1,AAPL,stock,2023-03-24 10:57:14,27,24.8,600
2,AAPL,stock,2023-03-24 10:57:14,97,8.6,600
1,GOOGL,stock,2023-03-24 10:57:14,54,59.2,600
2,GOOGL,stock,2023-03-24 10:57:14,85,25.5,600
1,TSLA,stock,2023-03-24 10:57:14,91,98.8,600
2,TSLA,stock,2023-03-24 10:57:14,33,56,600
1,BTC/USD,crypto,2023-03-24 10:57:14,9,61.5,600
2,BTC/USD,crypto,2023-03-24 10:57:14,42,33.8,600
1,DOGE/USD,crypto,2023-03-24 10:57:14,34,31.2,600
2,DOGE/USD,crypto,2023-03-24 10:57:14,32,73.6,600
1,AMZN,stock,2023-03-24 10:57:14,2,34.7,600
2,AMZN,stock,2023-03-24 10:57:14,69,24.6,600
